"Judul","Sinopsis","Genre"
"Creepy Case Club 4: Kasus Pohon Pemanggil 2024","Bila namamu dipanggil, jangan pernah menjawab.

Saat liburan di desa kecil tempat ayah Vedi tinggal, Creepy Case Club berhadapan dengan misteri yang lama tak terpecahkan: hilangnya seorang anak di desa tersebut. Menurut takhayul setempat, ini ada hubungannya dengan pohon angker di dekat rumah ayah Vedi.

Vedi pun mulai diganggu oleh penampakan aneh, serta suara misterius yang memanggil-manggilnya dari arah pohon itu. Kenapa pohon itu memanggilnya? Apa yang akan terjadi bila ia menjawab? Apakah Creepy Case Club berani menyelidiki kasus menyeramkan ini? Dan, bisakah Vedi menuntaskan urusan yang belum selesai dengan ayahnya?

Lengkapi Koleksinya:
CREEPY CASE CLUB 1: KASUS NYANYIAN BERHANTU
CREEPY CASE CLUB 2: KASUS SI ANAK INDIGO 2024
CREEPY CASE CLUB 3: KASUS KUTUKAN CONGKLAK 2024
CREEPY CASE CLUB 4: KASUS POHON PEMANGGIL 2024
CREEPY CASE CLUB 5: KASUS JENDELA SILUMAN 2024
CREEPY CASE CLUB 6: KASUS HANTU PANGGUNG

Profil Penulis:
Rizal Iwan adalah penulis lepas yang tinggal di Jakarta. Karyanya pernah diterbitkan dalam beberapa buku kumpulan cerpen bersama penulis-penulis lain. Selain menulis, Kak Rizal juga hobi bermain teater dan menonton film, serta seperti Namira dan Jani, Kak Rizal sangat menyukai film animasi Disney, baik klasik maupun baru. Namira, Vedi, dan Jani juga bisa ditemui dalam buku sebelum ini, Creepy Case Club: Kasus Nyanyian Berhantu, serta buku-buku setelah ini, Creepy Case Club: Kasus Kutukan Congklak, Creepy Case Club: Kasus Pohon Pemanggil, Creepy Case Club: Kasus Jendela Siluman, dan Creepy Case Club: Kasus Hantu Panggung.","Horor"
"Creepy Case Club 5: Kasus Jendela Siluman 2024","Ada satu jendela yang tak pernah terlihat penghuninya

Karena sekolah sedang ditutup, Namira dan kawan-kawannya harus beradaptasi dengan kebiasaan baru: sekolah online dari rumah.
Suatu hari, ruang kelas online mereka disusupi sosok tak dikenal, padahal akses ke ruang kelas itu hanya untuk para murid dan guru. Kemudian, Vedi dan Jani mendapat gangguan teror aneh melalui gadget mereka.
Siapakah penyusup itu? Apa yang dicari sosok misterius di balik jendela virtual di layar gadget anak-anak ini?

Walaupun sedang di rumah saja, Creepy Case Club terlibat dalam sebuah petualangan yang belum pernah mereka alami sebelumnya. Petualangan di dunia virtual

Lengkapi Koleksinya:
CREEPY CASE CLUB 1: KASUS NYANYIAN BERHANTU
CREEPY CASE CLUB 2: KASUS SI ANAK INDIGO 2024
CREEPY CASE CLUB 3: KASUS KUTUKAN CONGKLAK 2024
CREEPY CASE CLUB 4: KASUS POHON PEMANGGIL 2024
CREEPY CASE CLUB 5: KASUS JENDELA SILUMAN 2024
CREEPY CASE CLUB 6: KASUS HANTU PANGGUNG

Profil Penulis:
Rizal Iwan adalah penulis lepas yang tinggal di Jakarta. Karyanya pernah diterbitkan dalam beberapa buku kumpulan cerpen bersama penulis-penulis lain. Selain menulis, Kak Rizal juga hobi bermain teater dan menonton film, serta seperti Namira dan Jani, Kak Rizal sangat menyukai film animasi Disney, baik klasik maupun baru. Namira, Vedi, dan Jani juga bisa ditemui dalam buku sebelum ini, Creepy Case Club: Kasus Nyanyian Berhantu, serta buku-buku setelah ini, Creepy Case Club: Kasus Kutukan Congklak, Creepy Case Club: Kasus Pohon Pemanggil, Creepy Case Club: Kasus Jendela Siluman, dan Creepy Case Club: Kasus Hantu Panggung.","Horor"
"Horor Tanah Jawa","Sebenarnya genre horor dibedakan menjadi lima kategoríi, yakní gore & disturbing, psychological, killer, monster, dan paranormal. Sayangnya, kisah horor yang selama ini beredar di Indonesia-baik dalam bentuk film maupun novel-cenderung didominasi oleh kategori hantu dan paranormal. Padahal, cerita horor Indonesia, khususnya dari tanah Jawa, sebenarnya cukup beragam dan tidak hanya memuat dua kategori tersebut. 

Untuk itulah buku ini hadir. Di sini, penulis ingin memperluas mindset pembaca dengan menyajikan berbagai jenis horor. Di dalamnya terangkum berbagai kisah mistik, khususnya yang berasal dari tanah Jawa. Seperti diketahui, cerita horor Jawa bukanlah hal asing, Bahkan, kisah tak kasat mata dari berbagai daerah di Pulau Jawa telah dikenal oleh hampir seluruh masyarakat tanah air, misalnya Suster ngesot yang merupakan urband legend dari Jakarta. 

Berbagai kisah, mitos, dan urband legend yang ada di tanah Jawa dalam buku ini akan membuat pembaca bisa turut merasakan pengalaman horor yang dikisahkan, Selain kisah yang didasarkan pada legenda suster ngesot, dalam buku ini juga terdapat beberapa cerita mistik lain, misalnya Stasiun Kaliwedi, Kemamang dan Banaspati, Jerangkong, Glundung Prigis, Pasar Setan Gunung Lawu, hingga Aul, si werewolf Jawa. Selamat menikmati!

Tentang Penulis
Riskaninda Fidjri Maharani, S.H. atau yang lebih dikenal dengan nama pena Riskaninda Maharani merupakan alumni Fakultas Hukum Universitas Brawijaya. Selain bidang hukum, menulis kelahiran Situbondo, 23 Agustus 1983 ini juga begitu menyukai bahasa-bahasa asing. Hingga kini, penulis telah menguasai beberapa bahasa asing, yaitu bahasa Jepang, Korea, Rusia, Perancis, Belanda, Jerman, Mandarin, Hindi, Urdu, dan Thai. Penulis bahkan aktif berkomunikasi menggunakan bahasa Bengali, Spanyol, dan Melayu. Selain bahasa asing, penulis juga menguasai beberapa sastra asing, yakni sastra Tetun, Italia, Spanyol, Bengali, Melayu, Turki, Azerbaijan, Vietnam, Catalan, dan Portugis.

Tahun Terbit : Cetakan l, Februari 2024","Horor"
"Jangan Tangisi Kematianku (Sewu Dino)","Seluruh desa dihantui. Semua orang diganggu. Semenjak kematian Wigati, seorang perempuan yang dianggap aib oleh seisi desa karena telah hamil di luar nikah, desa menjadi tempat yang angker. Setelah kematiannya, ibu dan adik Wigati pun mengalami hal yang sama. Sementara ayahnya menjadi gila. Wigati yang penuh dendam pun menuntut balasan yang setimpal. Satu per satu, Wigati mulai menarget orang-orang yang bertanggung jawab atas kematiannya. Kepulangan Abidin dan kedatangan keluarga Ningsih di desa membuat tingkah Wigati semakin menjadi-jadi. Bersama Paklik Liwon, Abidin yang merupakan kekasih Wigati pun berusaha mencari tahu alasan di balik segala kemalangan yang menimpa hidup Wigati. Betapa terpuruknya Abidin ketika mengetahui bahwa orang terdekatnya lah dalang dari segalanya.","Horor"
"Pengulangan Dosa","Saat menghadiri pernikahan Teh Risa Saraswati, Kang Angga mengajakku menuju suatu ruangan yang tidak ramai oleh tamu. 
""Jadi gini, Fil. Kemarin aku sama Teh Risa udah nyari tahu soal si Kunti yang gangguin kamu. Awalnya ngamuk-ngamuk tuh si Kunti. Setelah aku tarik paksa, dia baru mau ngomong. Katanya jangan ikut campur, ini urusan dia sama kamu. Dia bilang, kamu menjanjikan sesuatu sama dia, "" jelas Kang Angga. 
""Janji?"" responsku bingung. 
""Kamu janjiin apa? Kamu ingat, nggak?"" 
""Aku nggak pernah janjiin apa-apa, Kang."" 
""Coba kamu ingat-ingat, bisa aja kamu lupa."" 
Kang Angga membawaku pada teka-teki yang lebih rumit. 
Apa jangan-jangan si Kunti mengikutiku karena kesalahan yang tak kusadari? Atau, ini hanya tipu muslihat hantu pada umumnya? 
Ah, kenapa para makhluk tak kasatmata ini masih saja menggangguku. Rasanya perjalananku masih panjang agar bisa tidur dengan tenang. 

Tentang Penulis
FILO SEBASTIAN. la kerap membagikan pengalaman pribadinya dengan gangguan hantu. Cerita ini ada di kanal YouTube #Ceritafilo. hingga akhirnya menerbitkan novel pertama, Pengakuan Dosa. Buku kedua ini, Pengulangan Dosa, bercerita tentang petualangan lanjutan saat ia mencari pertolongan dan berusaha menutup mata batin. Saat ini Filo aktif membuat konten horor di media sosial dan menulis cerpen online, novel, juga komik Webtoon.

Tahun Terbit : Cetakan Pertama, 2023","Horor"
"Creepy Case Club 6: Kasus Hantu Panggung","Di panggung seharusnya ada empat penari, tapi kenapa ada sosok kelima yang ikut menari? Namira, Vedi, dan Jani tiba di penghujung masa SD mereka. Saat sedang mempersiapkan pentas acara perpisahan sekolah, mereka dikagetkan oleh kemunculan sosok misterius yang ikut menari dalam tarian kelompok Jani. Dibantu Dhana, mereka mencari tahu siapa sosok di atas panggung itu, dan kenapa dia menampakkan diri. Adakah kaitannya dengan gedung baru tempat acara dilangsungkan? Apakah penampakan itu ada hubungannya dengan mitos-mitos dalam dunia pertunjukan? Dan, dapatkah Creepy Case Club memecahkan kasus ini sebelum masa SD mereka resmi berakhir?

Lengkapi Koleksimu:
-Nyanyikan ketika sedang sendiri, dan dia akan datang. Buku pertama Creepy Case Club yang menceritakan awal mula persahabatan Namira, Jani, dan Vedi.
-Apakah yang dilihat si anak indigo hari itu? Namira, Jani, dan Vedi menolong Parva, murid baru di SD mereka, yang sepertinya melihat ”sesuatu”.
-Memainkannya tidak boleh main-main. Jani terjebak dalam kutukan permainan congklak yang membawa Creepy Case Club berhadapan dengan sebuah legenda kerajaan purba.
-Bila namamu dipanggil pada pergantian siang dan malam, jangan menjawab. Vedi merasa sebatang pohon angker di dekat rumah ayahnya memanggilnya. 
-Ada satu jendela yang tak pernah terlihat penghuninya. Ruang kelas daring Namira, Jani, dan Vedi disusupi sosok tak dikenal.

Profil Penulis:
Rizal Iwan adalah penulis lepas yang tinggal di Jakarta. Karyanya pernah diterbitkan dalam beberapa buku kumpulan cerpen bersama penulis-penulis lain. Selain menulis, Kak Rizal juga hobi bermain teater dan menonton film, serta seperti Namira dan Jani, Kak Rizal sangat menyukai film animasi Disney, baik klasik maupun baru. Namira, Vedi, dan Jani juga bisa ditemui dalam buku, Creepy Case Club: Kasus Nyanyian Berhantu, Creepy Case Club: Kasus si Anak Indigo, Creepy Case Club: Kasus Kutukan Congklak, Creepy Case Club: Kasus Pohon Pemanggil, dan Creepy Case Club: Kasus Jendela Siluman.","Horor"
"Creepy Case Club 1: Kasus Nyanyian Berhantu","Nyanyikan ketika sedang sendiri dan dia akan datang. Namira adalah gadis kecil yang tidak biasa. Baginya, hantu bukan untuk ditakuti dan ia justru bersimpati dengan tokoh-tokoh jahat dalam dongeng. Setelah tak sengaja menyanyikan sebuah lagu lama yang katanya dapat memanggil hantu, arwah seorang anak perempuan meneror Namira. Dibantu Vedi dan Jani, dua teman barunya, ia berusaha mengungkap misteri di balik lagu itu. Sebuah teka-teki yang membaut mereka mempertanyakan kembali arti baik dan jahat.

Lengkapi Koleksimu:
-Nyanyikan ketika sedang sendiri, dan dia akan datang. Buku pertama Creepy Case Club yang menceritakan awal mula persahabatan Namira, Jani, dan Vedi.
-Apakah yang dilihat si anak indigo hari itu? Namira, Jani, dan Vedi menolong Parva, murid baru di SD mereka, yang sepertinya melihat ”sesuatu”.
-Memainkannya tidak boleh main-main. Jani terjebak dalam kutukan permainan congklak yang membawa Creepy Case Club berhadapan dengan sebuah legenda kerajaan purba.
-Bila namamu dipanggil pada pergantian siang dan malam, jangan menjawab. Vedi merasa sebatang pohon angker di dekat rumah ayahnya memanggilnya.
-Ada satu jendela yang tak pernah terlihat penghuninya. Ruang kelas daring Namira, Jani, dan Vedi disusupi sosok tak dikenal.

Profil Penulis:
Rizal Iwan adalah penulis lepas yang tinggal di Jakarta. Karyanya pernah diterbitkan dalam beberapa buku kumpulan cerpen bersama penulis-penulis lain. Selain menulis, Kak Rizal juga hobi bermain teater dan menonton film, serta seperti Namira dan Jani, Kak Rizal sangat menyukai film animasi Disney, baik klasik maupun baru. Namira, Vedi, dan Jani juga bisa ditemui dalam buku, Creepy Case Club: Kasus Nyanyian Berhantu, Creepy Case Club: Kasus si Anak Indigo, Creepy Case Club: Kasus Kutukan Congklak, Creepy Case Club: Kasus Pohon Pemanggil, dan Creepy Case Club: Kasus Jendela Siluman.","Horor"
"Deathpologize","-","Horor"
"Ngunduh Jiwo","Prolog
Sudah 7 orang wanita meninggal dunia dalam kurun waktu bulan. Mereka yang meninggal adalah perempuan yang baru saja menikah. Kejanggalan ini membuat Pak Sumardi dan Bu Sumi, selaku petugas desa yang biasa memandikan jenazah mencari tahu terkait misteri di balik kematian tragis yang terjadi. Kematian menjelang bulan pengantin. 
Sebab, ketika suami istri itu melaksanakan tugasnya, mereka mengalami keganjilan yang mengerikan. Keganjilan yang menjadi noktah akan petunjuk siapa dalang di baliknya dan teror-teror yang menimpa mereka.

Blurb
Tragis, bahtera rumah tangga yang baru saja disahkan dan semestinya penuh sukacita, justru berubah menjadi tragedi mengerikan. Sang pengantin perempuan meninggal dalam kurun waktu hanya beberapa hari.

Pak Sumardi dan Bu Sumi mendapati kejanggalan yang terus menghantui pikiran mereka setelah mengurus jenazah pengantin yang meninggal secara tragis. Arwah korban gentayangan, menebar ketakutan kepada keluarganya, tapi di sisi lain, meminta tolong.
Santer kematian itu disebabkan kutukan ngunduh jiwo yang didalangi oleh perias pengantin. Namun, ada yang bilang bahwa kejadian itu dilakukan seorang ustaz yang berambisi membalas dendam. Entah versi mana yang benar, Pak Sumardi dan Bu Sumi bertekad mencari petunjuk dari orangtua para pengantin korban ngunduh jiwo. Mereka harus menghentikannya agar korban jiwa tidak terus berjatuhan, meski dengan risiko nyawa mereka sendiri. Sebab, barang siapa yang mengintervensi ngunduh jiwo, mereka akan diteror demit manten dan tak akan hidup tenang.
Mampukah Pak Sumardi dan Bu Simi mengungkap otak kejahatan yang sebenarnya di balik teror ngunduh jiwo?
 
Tahun Terbit: Cetakan Pertama, 2023","Horor"
"Tulah Desa Rimau","Tersebutlah sebuah desa misterius yang tak pernah bisa dijangkau manusia sembarangan. Entah semenjak kapan, anak-anak remaja yang terlahir dengan tanda tertentu, akan lenyap di sana dan tak akan pulang. Konon, mereka dijadikan pengantin oleh sebangsa siluman. Karena penasaran dan ingin mendapatkan uang dengan membuat konten, sekelompok pemuda datang ke sana untuk mencari tantangan. Ingin menemukan kebenaran atas sesuatu yang tak ingin diusik keberadaannya. Ingin mendatangi tempat terlarang yang mungkin akan menawan mereka selamanya.

Profil Penulis:
Guntur Alam bekerja sebagai Pegawai Negeri Sipil di Pemerintah Kabupaten Penukal Abab Lematang Ilir, Sumatera Selatan. Guntur menyukai cerita horor sejak kecil. Dia belajar membaca lewat komik Petruk karya Tatang S, yang memang banyak mengangkat cerita horor. Saat remaja, dia membaca novel-novel horor karya Abdullah Harahap yang dia temukan di lapak buku sewa di kotanya.
Dalam karya horornya, Guntur selalu mengusung tema lokal khususnya legenda urban. Bersama rekannya, Jounatan, Guntur telah menerbitkan seri horor urban legend di Elex Media. Seri best seller yang terdiri dari: Arwah Penasaran Blok M, Tumbal Noni Jembatan Musi, Ritual Simpang Amoy, dan Teman Ketiga Hantu. Buku kelima dalam seri ini, yang berupa extra part, diberi judul Gentayangan – Pocong Sumi.
Tulah Desa Rimau adalah novel horor pertama yang ditulisnya tanpa berduet dengan penulis lain. Novel ini sebelumnya berjudul Pengantin Siluman Harimau, dan menyabet Juara 3 dalam Kompetisi Menulis Novel Horor Storial 2020. Novel ini juga menjadi finalis Scarlet Pen Awards 2022 dalam kategori Best Digital Book.
Selain menulis, Guntur juga menggemari film horor dan thriller. Jika ingin mengobrol lebih banyak, kamu bisa menghubunginya di Instagram dan Th reads @gunturalam_, Twitter @AlamGuntur, atau Alamat surel guntur486@gmail.com.","Horor"
"Perjamuan Arwah","Terjebak tagihan pinjol yang menumpuk, Mira mencari bantuan Jay, adiknya yang memiliki pekerjaan yang lebih stabil. Namun, sang adik tiba-tiba menghilang. Membawa Mira pada upaya pencarian yang malah membuatnya terjebak dalam ritual gelap terkait kejahatan masa lalu. Di meja perjamuan dalam ritual tersebut, setiap orang punya keinginan terpendam yang harus diwujudkan. Untuk memenuhinya, ada harga yang harus dibayar. Sanggupkah Mira menanggung konsekuensi demi bisa kembali menemukan sang adik?

Prolog:
PERISTIWA-PERISTIWA YANG MEMBAWA JAY KE DEPAN sebuah gerbang besi berkarat itu terasa seperti potongan-potongan ganjil sebuah film rusak. Dia ingat pernah mengirimkan pesan kepada kakaknya. “Aku pergi dulu” hanya sepenggal kalimat itu saja yang bisa dia tulis. Selebihnya tak ada. Tentunya, Mira, kakaknya satu-satunya, tak menjawab. Ya, mengingat pesan itu Jay kirimkan pada pagi-pagi buta, kemungkinan Mira masih tidur. Baru tidur bahkan, setelah semalaman pergi. Setidaknya, itu dugaan Jay. 

Profil Penulis:
Wicak Hidayat adalah penulis yang berkediaman di Depok, Jawa Barat. Rumah masa kecilnya di Perumnas Depok, berdekatan dengan beringin besar yang tumbuh “merangkul” sebuah pohon kelapa dan dijuluki “Pohon Kawin”. Pada 2021, ceritanya yang bertajuk Buku Merah telah dijadikan sebuah film pendek untuk tayang di festival film di Malaysia. Cerpennya, Merah Pedas, telah terbit di harian Kompas dan masuk dalam antologi Hujan Klise (Penerbit Buku Kompas, 2018).

Selling Point:
Perjamuan Arwah membawa kita berpetualang ke dunia mencekam berisi sajian-sajian mengerikan dari masa lalu seseorang.","Horor"
"Perempuan di Dalam Piano","Indraswari yakin mengandung bayi titisan Sergei Rachmaninoff, pianis legendaris Rusia pujaannya. Ia percaya bayinya kelak akan menjadi pianis kebanggaan negeri. Sang bayi kemudian tumbuh menjadi Bromo. Ahli memainkan piano, namun tak punya minat pada musik klasik. Sikap yang membuat sang ibu geram. 

Indraswari menjebak anaknya dalam permainan khayalan sesat. Mulai dari memalsukan jati diri sampai menghadirkan sosok seorang perempuan di dalam piano. Bromo bertemu Kinasih, pembatik muda. Perempuan yang bisa membebaskannya dari belenggu ibunya. Namun, memenangkan hati perempuan itu merupakan sebuah perjuangan penuh liku-liku. Mulai dari persaingan dengan Jati, dokter muda cemerlang, sampai sikap ibunya yang tak kunjung memberi restu. Cerita ini bergulir pada masa revolusi kemerdekaan. Di sebuah kota bernama Girimulyo. 

Kisah tragis antara ibu dan anak. Menampilkan sisi-sisi tergelap manusia. Di mana batas waras senantiasa dipertanyakan. Karena sesungguhnya, waras dan gila hanya berjarak satu denting nada.

Profil Penulis: 
Sekar Ayu Asmara adalah pendongeng sejati. Dongeng disampaikan melalui medium yang berbeda-beda dan lintas genre. Dalam bentuk karya tulis, lukisan, lagu, dan sinema. Semua bidang seni yang ditekuni dipelajarinya secara otodidak. Sekar memperoleh penghargaan The Naguib Mahfouz Prize sebagai Best New Director pada Cairo International Film Festival 2004, melalui film pertamanya Biola Tak Berdawai. 

Film ini mewakili Indonesia di ajang Academy Awards (Oscars) dan Golden Globes di tahun 2004. Film ini kemudian diadaptasi menjadi novel berjudul sama oleh Seno Gumira Ajidarma. Novel pertama Pintu Terlarang diangkat ke layar perak oleh sutradara Joko Anwar. Perempuan di Dalam Piano merupakan novelnya yang ketiga belas.","Horor"
